NU_ANO_CENSO;SG_IES;CO_IES;NO_CURSO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;NO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_VG_TOTAL;QT_ING_ENEM;QT_ING_VESTIBULAR;QT_INSCRITO_TOTAL_EAD;QT_VG_TOTAL_EAD;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_MAT_NACESTRANG;QT_CONC_NACESTRANG;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_MAT_FINANC;QT_CONC_FINANC;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA
2018;UNB;2;ABI - LETRAS FRANCÊS;1;1;ABI Artes e humanidades;Programas básicos;Programas básicos;Programas básicos;;1;1;1;52.0;13.0;18.0;0.0;0.0;52.0;0.0;43.0;28.0;15.0;43.0;0.0;0.0;35.0;1.0;4.0;0.0;1.0;2.0;0.0;15.0;1.0;19.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;18.0;0.0;0.0;0.0;0.0
2018;UNB;2;ABI - LETRAS INGLÊS;1;1;ABI Artes e humanidades;Programas básicos;Programas básicos;Programas básicos;;1;1;1;44.0;11.0;11.0;0.0;0.0;44.0;0.0;39.0;25.0;14.0;39.0;0.0;1.0;36.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;4.0;24.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;14.0;0.0;0.0;0.0;0.0
2018;UNB;2;ABI - MATEMÁTICA;1;1;ABI Ciências naturais, matemática e estatística;Programas básicos;Programas básicos;Programas básicos;;1;1;1;72.0;18.0;17.0;0.0;0.0;72.0;0.0;57.0;21.0;36.0;57.0;0.0;2.0;47.0;5.0;1.0;1.0;0.0;1.0;0.0;20.0;3.0;24.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;27.0;0.0;0.0;0.0;0.0
2018;UNB;2;ABI - MÚSICA;1;1;ABI Artes e humanidades;Programas básicos;Programas básicos;Programas básicos;;1;1;1;52.0;2.0;9.0;0.0;0.0;52.0;0.0;14.0;1.0;13.0;14.0;0.0;0.0;7.0;3.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;6.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;4.0;0.0;0.0;0.0;0.0
2018;UNB;2;ABI - PSICOLOGIA;1;1;ABI Ciências sociais, comunicação e informação;Programas básicos;Programas básicos;Programas básicos;;1;1;1;100.0;23.0;28.0;0.0;0.0;100.0;0.0;90.0;67.0;23.0;90.0;0.0;7.0;77.0;4.0;1.0;0.0;0.0;1.0;0.0;35.0;6.0;35.0;2.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;41.0;0.0;0.0;0.0;0.0
2018;UNB;2;ADMINISTRAÇÃO;1;1;Administração;Negócios, administração e direito;Negócios e administração;Gestão e administração;1.0;1;1;1;285.0;53.0;61.0;0.0;0.0;134.0;151.0;1079.0;440.0;639.0;544.0;535.0;3.0;831.0;158.0;38.0;20.0;18.0;10.0;1.0;440.0;86.0;393.0;24.0;3.0;133.0;145.0;67.0;78.0;72.0;73.0;0.0;91.0;38.0;10.0;5.0;1.0;0.0;0.0;71.0;16.0;50.0;4.0;0.0;4.0;13.0;1.0;1.0;0.0;0.0;0.0;466.0;613.0;0.0;38.0;107.0;0.0
2018;UNB;2;AGRONOMIA;1;1;Agronomia;Agricultura, silvicultura, pesca e veterinária;Agricultura;Produção agrícola, agropecuária e zootecnia;1.0;1;1;1;172.0;39.0;38.0;0.0;0.0;172.0;0.0;704.0;313.0;391.0;704.0;0.0;0.0;585.0;86.0;23.0;8.0;2.0;0.0;0.0;247.0;54.0;291.0;11.0;1.0;100.0;92.0;43.0;49.0;92.0;0.0;0.0;47.0;39.0;2.0;4.0;0.0;0.0;0.0;39.0;7.0;42.0;3.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;345.0;359.0;0.0;38.0;54.0;0.0
2018;UNB;2;ARQUITETURA E URBANISMO;1;1;Arquitetura e urbanismo;Engenharia, produção e construção;Arquitetura e construção;Arquitetura e planejamento urbano;1.0;1;1;1;92.0;19.0;20.0;0.0;0.0;92.0;0.0;539.0;390.0;149.0;539.0;0.0;4.0;436.0;91.0;4.0;2.0;0.0;1.0;1.0;241.0;38.0;180.0;8.0;2.0;70.0;70.0;53.0;17.0;70.0;0.0;0.0;26.0;42.0;1.0;1.0;0.0;0.0;0.0;39.0;4.0;23.0;3.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;0.0;188.0;351.0;0.0;9.0;61.0;0.0
2018;UNB;2;ARQUITETURA E URBANISMO;1;1;Arquitetura e urbanismo;Engenharia, produção e construção;Arquitetura e construção;Arquitetura e planejamento urbano;1.0;1;1;1;72.0;15.0;15.0;0.0;0.0;0.0;72.0;386.0;258.0;128.0;0.0;386.0;3.0;281.0;77.0;11.0;6.0;7.0;1.0;0.0;173.0;23.0;141.0;4.0;2.0;43.0;48.0;37.0;11.0;0.0;48.0;0.0;15.0;29.0;2.0;1.0;1.0;0.0;0.0;31.0;6.0;8.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;141.0;245.0;0.0;11.0;37.0;0.0
2018;UNB;2;ARQUIVOLOGIA;1;1;Arquivologia;Ciências sociais, comunicação e informação;Comunicação e informação;Ciência da informação e museologia;1.0;1;1;1;92.0;20.0;21.0;0.0;0.0;0.0;92.0;350.0;186.0;164.0;0.0;350.0;0.0;234.0;56.0;32.0;12.0;13.0;2.0;1.0;113.0;41.0;154.0;4.0;0.0;38.0;54.0;26.0;28.0;0.0;54.0;0.0;23.0;15.0;9.0;6.0;0.0;1.0;0.0;21.0;4.0;27.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;197.0;153.0;0.0;26.0;28.0;0.0
2018;UNB;2;ARTES CÊNICAS;1;1;Artes cênicas;Artes e humanidades;Artes;Música e artes cênicas;1.0;1;1;1;2.0;0.0;0.0;0.0;0.0;2.0;0.0;93.0;50.0;43.0;93.0;0.0;0.0;67.0;21.0;3.0;2.0;0.0;0.0;0.0;49.0;9.0;24.0;3.0;3.0;5.0;23.0;13.0;10.0;23.0;0.0;0.0;14.0;7.0;1.0;1.0;0.0;0.0;0.0;13.0;2.0;6.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;31.0;62.0;0.0;4.0;19.0;0.0
2018;UNB;2;ARTES CÊNICAS;1;1;Teatro formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;36.0;10.0;0.0;0.0;0.0;0.0;36.0;82.0;46.0;36.0;0.0;82.0;0.0;64.0;7.0;7.0;2.0;1.0;1.0;0.0;18.0;13.0;36.0;1.0;0.0;14.0;8.0;2.0;6.0;0.0;8.0;0.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;47.0;35.0;0.0;4.0;4.0;0.0
2018;UNB;2;ARTES CÊNICAS;1;1;Teatro formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;3.0;0.0;0.0;0.0;0.0;3.0;0.0;88.0;59.0;29.0;88.0;0.0;0.0;68.0;19.0;1.0;0.0;0.0;0.0;0.0;34.0;16.0;25.0;4.0;1.0;8.0;15.0;13.0;2.0;15.0;0.0;0.0;12.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;47.0;0.0;4.0;11.0;0.0
2018;UNB;2;ARTES PLÁSTICAS;1;1;Artes visuais formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;4.0;0.0;0.0;0.0;0.0;4.0;0.0;92.0;65.0;27.0;92.0;0.0;0.0;61.0;21.0;4.0;2.0;2.0;2.0;0.0;38.0;8.0;28.0;3.0;1.0;14.0;15.0;11.0;4.0;15.0;0.0;0.0;7.0;6.0;0.0;2.0;0.0;0.0;0.0;6.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;45.0;47.0;0.0;6.0;9.0;0.0
2018;UNB;2;ARTES PLÁSTICAS;1;1;Artes visuais formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;49.0;0.0;17.0;0.0;0.0;0.0;49.0;108.0;62.0;46.0;0.0;108.0;0.0;58.0;26.0;9.0;8.0;6.0;1.0;0.0;51.0;14.0;30.0;1.0;0.0;12.0;14.0;11.0;3.0;0.0;14.0;0.0;4.0;7.0;1.0;1.0;1.0;0.0;0.0;5.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;58.0;0.0;6.0;8.0;0.0
2018;UNB;2;ARTES PLÁSTICAS;1;1;Artes plásticas;Artes e humanidades;Artes;Belas artes;1.0;1;1;1;4.0;0.0;0.0;0.0;0.0;4.0;0.0;143.0;91.0;52.0;143.0;0.0;0.0;96.0;26.0;6.0;2.0;6.0;6.0;1.0;82.0;9.0;30.0;4.0;1.0;17.0;32.0;25.0;7.0;32.0;0.0;0.0;14.0;11.0;4.0;0.0;0.0;3.0;0.0;18.0;2.0;8.0;1.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;42.0;101.0;0.0;14.0;18.0;0.0
2018;UNB;2;BIBLIOTECONOMIA;1;1;Biblioteconomia;Ciências sociais, comunicação e informação;Comunicação e informação;Ciência da informação e museologia;1.0;1;1;1;84.0;20.0;24.0;0.0;0.0;84.0;0.0;350.0;238.0;112.0;350.0;0.0;1.0;273.0;41.0;17.0;7.0;7.0;3.0;1.0;112.0;42.0;130.0;5.0;2.0;59.0;54.0;34.0;20.0;54.0;0.0;0.0;33.0;12.0;5.0;1.0;2.0;1.0;0.0;22.0;4.0;23.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;203.0;147.0;0.0;29.0;25.0;0.0
2018;UNB;2;BIOTECNOLOGIA;1;1;Biotecnologia;Ciências naturais, matemática e estatística;Ciências biológicas e correlatas;Bioquímica e biotecnologia;1.0;1;1;1;86.0;20.0;20.0;0.0;0.0;86.0;0.0;284.0;170.0;114.0;284.0;0.0;1.0;267.0;14.0;1.0;0.0;0.0;1.0;0.0;101.0;13.0;123.0;7.0;0.0;40.0;37.0;21.0;16.0;37.0;0.0;0.0;33.0;4.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;19.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;112.0;172.0;0.0;8.0;29.0;0.0
2018;UNB;2;CIÊNCIA DA COMPUTAÇÃO;1;1;Ciência da computação;Computação e Tecnologias da Informação e Comunicação (TIC);Computação e Tecnologias da Informação e Comunicação (TIC);Ciência da computação;1.0;1;1;1;109.0;19.0;20.0;0.0;0.0;109.0;0.0;348.0;35.0;313.0;348.0;0.0;2.0;284.0;47.0;8.0;6.0;1.0;0.0;0.0;168.0;24.0;112.0;9.0;0.0;35.0;36.0;4.0;32.0;36.0;0.0;0.0;23.0;11.0;2.0;0.0;0.0;0.0;0.0;24.0;1.0;6.0;3.0;0.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;134.0;214.0;0.0;9.0;27.0;0.0
2018;UNB;2;CIÊNCIA POLÍTICA;1;1;Ciência política;Ciências sociais, comunicação e informação;Ciências sociais e comportamentais;Ciências sociais e políticas;1.0;1;1;1;117.0;21.0;27.0;0.0;0.0;117.0;0.0;471.0;249.0;222.0;471.0;0.0;0.0;393.0;41.0;8.0;11.0;14.0;4.0;0.0;179.0;62.0;156.0;0.0;4.0;70.0;95.0;51.0;44.0;95.0;0.0;0.0;62.0;22.0;2.0;3.0;4.0;2.0;0.0;48.0;9.0;34.0;0.0;1.0;3.0;9.0;5.0;4.0;0.0;0.0;0.0;206.0;265.0;0.0;24.0;71.0;0.0
2018;UNB;2;CIÊNCIAS AMBIENTAIS;1;1;Ciências ambientais;Ciências naturais, matemática e estatística;Meio ambiente;Ciências ambientais;1.0;1;1;1;86.0;21.0;20.0;0.0;0.0;0.0;86.0;297.0;175.0;122.0;0.0;297.0;0.0;211.0;47.0;16.0;7.0;6.0;7.0;3.0;123.0;20.0;104.0;8.0;0.0;42.0;29.0;19.0;10.0;0.0;29.0;0.0;8.0;17.0;1.0;0.0;1.0;0.0;2.0;15.0;0.0;10.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;127.0;170.0;0.0;11.0;18.0;0.0
2018;UNB;2;CIÊNCIAS BIOLÓGICAS;1;1;Biologia formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;128.0;20.0;20.0;0.0;0.0;0.0;128.0;414.0;239.0;175.0;0.0;414.0;0.0;328.0;59.0;5.0;14.0;7.0;1.0;0.0;178.0;30.0;154.0;6.0;0.0;46.0;59.0;38.0;21.0;0.0;59.0;0.0;30.0;22.0;2.0;2.0;2.0;1.0;0.0;30.0;5.0;20.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;181.0;233.0;0.0;17.0;42.0;0.0
2018;UNB;2;CIÊNCIAS BIOLÓGICAS;1;1;Biologia;Ciências naturais, matemática e estatística;Ciências biológicas e correlatas;Biologia;1.0;1;1;1;125.0;20.0;20.0;0.0;0.0;125.0;0.0;375.0;233.0;142.0;375.0;0.0;5.0;322.0;37.0;7.0;1.0;1.0;2.0;0.0;139.0;33.0;137.0;7.0;4.0;55.0;84.0;52.0;32.0;84.0;0.0;0.0;58.0;22.0;3.0;0.0;1.0;0.0;0.0;43.0;6.0;30.0;2.0;0.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;169.0;206.0;0.0;28.0;56.0;0.0
2018;UNB;2;CIÊNCIAS CONTÁBEIS;1;1;Contabilidade;Negócios, administração e direito;Negócios e administração;Contabilidade e tributação;1.0;1;1;1;153.0;36.0;35.0;0.0;0.0;153.0;0.0;532.0;259.0;273.0;532.0;0.0;4.0;485.0;30.0;7.0;4.0;2.0;0.0;0.0;192.0;33.0;208.0;14.0;1.0;84.0;56.0;33.0;23.0;56.0;0.0;0.0;47.0;7.0;1.0;1.0;0.0;0.0;0.0;24.0;4.0;22.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;240.0;292.0;0.0;21.0;35.0;0.0
2018;UNB;2;CIÊNCIAS CONTÁBEIS;1;1;Contabilidade;Negócios, administração e direito;Negócios e administração;Contabilidade e tributação;1.0;1;1;1;140.0;31.0;30.0;0.0;0.0;0.0;140.0;571.0;227.0;344.0;0.0;571.0;2.0;389.0;96.0;45.0;19.0;16.0;4.0;0.0;213.0;40.0;238.0;16.0;2.0;62.0;98.0;45.0;53.0;0.0;98.0;0.0;54.0;30.0;5.0;7.0;2.0;0.0;0.0;47.0;6.0;41.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;263.0;308.0;0.0;41.0;57.0;0.0
2018;UNB;2;CIÊNCIAS ECONÔMICAS;1;1;Economia;Ciências sociais, comunicação e informação;Ciências sociais e comportamentais;Economia;1.0;1;1;1;123.0;27.0;25.0;0.0;0.0;123.0;0.0;442.0;124.0;318.0;442.0;0.0;1.0;368.0;51.0;18.0;4.0;0.0;0.0;0.0;183.0;33.0;142.0;6.0;0.0;78.0;42.0;12.0;30.0;42.0;0.0;0.0;25.0;16.0;1.0;0.0;0.0;0.0;0.0;16.0;3.0;22.0;1.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;163.0;279.0;0.0;11.0;31.0;0.0
2018;UNB;2;CIÊNCIAS FARMACÊUTICAS;1;1;Farmácia;Saúde e bem-estar;Saúde;Farmácia;1.0;1;1;1;94.0;20.0;20.0;0.0;0.0;94.0;0.0;358.0;267.0;91.0;358.0;0.0;6.0;316.0;27.0;5.0;2.0;1.0;0.0;1.0;138.0;31.0;133.0;10.0;0.0;46.0;50.0;41.0;9.0;50.0;0.0;0.0;40.0;9.0;1.0;0.0;0.0;0.0;0.0;26.0;5.0;18.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;155.0;203.0;0.0;11.0;39.0;0.0
2018;UNB;2;CIÊNCIAS NATURAIS;1;1;Ciências naturais formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;80.0;32.0;14.0;0.0;0.0;0.0;80.0;182.0;94.0;88.0;0.0;182.0;2.0;133.0;30.0;5.0;2.0;8.0;2.0;0.0;46.0;23.0;82.0;4.0;3.0;24.0;27.0;16.0;11.0;0.0;27.0;0.0;13.0;11.0;1.0;1.0;1.0;0.0;0.0;7.0;5.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;145.0;37.0;0.0;27.0;0.0;0.0
2018;UNB;2;CIÊNCIAS NATURAIS;1;1;Ciências naturais formação de professor;Educação;Educação;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;81.0;27.0;14.0;0.0;0.0;81.0;0.0;176.0;106.0;70.0;176.0;0.0;1.0;131.0;23.0;9.0;4.0;7.0;1.0;0.0;42.0;21.0;81.0;6.0;1.0;25.0;19.0;12.0;7.0;19.0;0.0;0.0;6.0;7.0;3.0;2.0;1.0;0.0;0.0;4.0;3.0;11.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;125.0;51.0;0.0;16.0;3.0;0.0
